"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"MORN5",6.2559572089821e-238,-0.416446474886776,0.099,0.373,1.25175447794523e-233
"CFAP157",4.66716387969997e-237,-0.409863203483661,0.127,0.416,9.33852820689166e-233
"TNFRSF12A",6.08612054757782e-237,0.312047524941235,0.896,0.792,1.21777186036485e-232
"C2orf73",1.1665368525519e-236,-0.302291991733894,0.053,0.305,2.3341235882711e-232
"TSPAN19",1.49650058542884e-236,-0.388049430535876,0.091,0.365,2.99434802138457e-232
"KRT17",1.92745908826213e-235,0.392630482542639,0.979,0.915,3.8566528897037e-231
"LRRC75A",3.10408490385739e-235,0.358646415903974,0.418,0.137,6.21096348412824e-231
"TSGA10",3.25739012815582e-235,-0.377646680423269,0.21,0.515,6.51771190742697e-231
"RPS27L",9.52814333931101e-235,-0.279405241496139,0.821,0.952,1.90648620076274e-230
"CFAP43",2.81899330792673e-234,-0.460949625401078,0.134,0.415,5.64052370983059e-230
"GCC2",3.45461860365526e-234,-0.362747224043363,0.673,0.917,6.9123463640538e-230
"SPAG17",3.53572858628848e-233,-0.457323183739154,0.121,0.398,7.07463932830462e-229
"DNAH12",5.4742126410201e-229,-0.44686947694386,0.112,0.384,1.09533520734171e-224
"PLCB4",2.12464555493081e-228,-0.298291255705817,0.226,0.543,4.25120329086107e-224
"LRRC51",9.00898199581961e-228,-0.341979432886628,0.121,0.4,1.80260720754355e-223
"GPR162",1.29591089008008e-225,-0.304458282606106,0.077,0.339,2.59298809996123e-221
"DNAH9",1.91933100056572e-225,-0.363506211208083,0.093,0.357,3.84038939903194e-221
"TRNP1",5.23825311052783e-225,-0.263346047011973,0.096,0.371,1.04812206488551e-220
"GON7",6.55976771586836e-225,-0.420543568359658,0.261,0.556,1.3125439222681e-220
"ZBBX",9.59019912413337e-225,-0.403586721285223,0.113,0.384,1.91890294274785e-220
"TMEM123",2.82582446092561e-222,-0.273010574175819,0.745,0.962,5.65419216386605e-218
"CCDC153",1.82966285024639e-220,-0.361713542299091,0.134,0.417,3.66097239705801e-216
"MPC2",6.46064428748972e-220,-0.260896787138812,0.796,0.937,1.29271031548382e-215
"PRR15",3.15436991470045e-219,-0.337280986282927,0.479,0.772,6.31157876232412e-215
"CFAP52",4.44265386964414e-218,-0.284097328724471,0.068,0.318,8.88930612777097e-214
"FAM216B",8.57923994067365e-218,-0.376198997952007,0.103,0.368,1.71662011972939e-213
"DZIP3",4.19607866390344e-216,-0.371517817572385,0.176,0.46,8.39593379860438e-212
"LRRC46",4.43085557279664e-216,-0.307560052040382,0.086,0.346,8.86569891560879e-212
"CYP4X1",5.86022190254743e-216,-0.311776197727437,0.305,0.602,1.17257180048072e-211
"ARMC3",4.42022092653747e-215,-0.379466845134401,0.119,0.386,8.84442005190882e-211
"C20orf85",5.55282154152428e-214,-0.607073115746074,0.259,0.551,1.11106406224359e-209
"DNAH5",2.98087565849495e-213,-0.385762770437434,0.318,0.62,5.96443410508254e-209
"HMGCS1",3.27638162993066e-213,0.365264484797062,0.698,0.532,6.55571200332826e-209
"SPATA18",4.38917993179865e-213,-0.34786162171347,0.135,0.412,8.78231012553592e-209
"C5orf49",2.80749948464402e-212,-0.540496728094164,0.218,0.499,5.61752571882423e-208
"MAPK10",1.26016686932105e-211,-0.331977005947479,0.282,0.59,2.5214678888245e-207
"RFX3",2.45762586693212e-211,-0.312891179737362,0.177,0.469,4.91746359714447e-207
"ERICH3",2.12768252009417e-210,-0.449015513700834,0.133,0.399,4.25727995445643e-206
"MALL",3.36390472462673e-210,0.352960957254481,0.496,0.234,6.73083696350562e-206
"DNAI4",2.26492250832659e-208,-0.379940464898882,0.153,0.425,4.53188344691067e-204
"S100A10",2.52537953823008e-207,0.270103996901907,0.985,0.937,5.05303191804457e-203
"FOXJ1",4.53897907269963e-207,-0.417410159145534,0.14,0.412,9.08204322656468e-203
"CCDC17",6.36921409977847e-207,-0.363561921142184,0.127,0.396,1.27441604922467e-202
"SPAG16",4.43260837136322e-206,-0.351636111908399,0.365,0.657,8.86920609026066e-202
"SYNE1",9.14202989311512e-206,-0.447468648396737,0.222,0.499,1.8292287613134e-201
"CFAP45",1.83487151061448e-205,-0.399691536166125,0.135,0.4,3.67139440558852e-201
"FHAD1",2.87567212862889e-205,-0.376617140672023,0.12,0.38,5.75393236217355e-201
"AK9",7.21160998888148e-205,-0.336522344367679,0.216,0.504,1.4429710426753e-200
"P4HTM",1.84963551485402e-204,-0.336272074977121,0.373,0.671,3.70093570167142e-200
"NME1",3.65045085634892e-204,0.31800519317631,0.684,0.524,7.30418711846855e-200
"TMEM232",1.61511270676818e-203,-0.327255315606525,0.116,0.379,3.23167901497245e-199
"NEK10",5.33570403209813e-203,-0.328546930804513,0.107,0.368,1.06762101978251e-198
"EFCAB10",2.8322946778043e-202,-0.337771691975639,0.106,0.364,5.66713842081862e-198
"IFTAP",2.62280195225908e-201,-0.304674679286149,0.225,0.519,5.2479644262752e-197
"CEP126",6.26791392708909e-200,-0.402737394702603,0.279,0.55,1.25414689767126e-195
"HSPH1",7.12361109322634e-200,-0.347840367400103,0.534,0.802,1.42536334364366e-195
"LRRC10B",4.90871708162103e-199,-0.435630220230358,0.148,0.412,9.82185200861551e-195
"ANKRD37",1.26998507499671e-198,-0.270496223436751,0.111,0.372,2.54111313656092e-194
"HACD4",1.81534584036173e-198,-0.251900232237557,0.098,0.352,3.63232549197979e-194
"C1orf189",3.07104482103458e-198,-0.291538960827078,0.062,0.295,6.1448535824081e-194
"SPATA6",3.16242609504282e-198,-0.313315462813845,0.263,0.554,6.32769837357117e-194
"CCDC146",3.50434614550584e-198,-0.430859882257897,0.292,0.558,7.01184620254263e-194
"RALGAPA2",2.01632687071857e-197,-0.272764572026222,0.494,0.814,4.03446843562079e-193
"RHOB",2.70173271073053e-197,-0.302913407014973,0.671,0.888,5.40589698090071e-193
"ANKRD26",3.36770239725906e-196,-0.295989568336714,0.362,0.665,6.73843572667565e-192
"SKAP2",6.02714708392269e-196,-0.289067885779245,0.355,0.652,1.20597186002209e-191
"DTHD1",1.06920841938212e-195,-0.355433882543486,0.116,0.373,2.13937912634169e-191
"CAPSL",3.24719890865629e-195,-0.412564159611998,0.149,0.409,6.49732029633037e-191
"FGFBP1",6.19152250841396e-195,0.379823686535413,0.578,0.323,1.23886173870855e-190
"DYNC2H1",2.77091758621853e-194,-0.347470835575104,0.19,0.461,5.54432899826465e-190
"FAM229B",1.62231618421157e-193,-0.457363031607227,0.393,0.662,3.24609245298894e-189
"SPEF2",3.49979518273435e-193,-0.384125358946186,0.143,0.397,7.00274018113315e-189
"DYDC2",6.8075487305368e-193,-0.279715019650022,0.072,0.304,1.36212242549311e-188
"UBXN10",2.28541672460809e-192,-0.281459938365099,0.098,0.346,4.57289032426833e-188
"DYNLT5",4.15192551327316e-192,-0.322208046031514,0.109,0.36,8.30758775950826e-188
"FAM166B",5.66527945384305e-192,-0.260104527246308,0.077,0.315,1.13356576591946e-187
"CIBAR2",1.72918075455884e-191,-0.397724246644723,0.141,0.401,3.45991777179679e-187
"CP",4.48224015623861e-191,-0.333112342268783,0.665,0.842,8.96851432861783e-187
"S100A14",6.03595296273109e-191,0.298570500981514,0.886,0.741,1.20773382831286e-186
"MNS1",1.24036686053138e-190,-0.400963029375296,0.137,0.383,2.48185005123723e-186
"SLC4A8",1.29766991221834e-190,-0.263107017557024,0.128,0.387,2.59650772735768e-186
"H2AZ2",2.40630494562375e-190,-0.255134393355456,0.676,0.907,4.81477556569855e-186
"ENPP4",3.89622248363728e-190,-0.263576477453973,0.315,0.62,7.79595156750984e-186
"SPACA9",4.36716524993723e-190,-0.300318697172339,0.142,0.4,8.73826094859941e-186
"RBP1",4.74227366273221e-190,0.306402478851311,0.878,0.759,9.48881537176088e-186
"CCDC39",6.55488538254531e-190,-0.399295268312748,0.139,0.392,1.31156701619349e-185
"RP1",9.53598617224277e-190,-0.371363014506789,0.152,0.413,1.90805547320405e-185
"SAXO2",1.21099986856465e-189,-0.37351335860297,0.134,0.387,2.42308963701101e-185
"ZMYND10",2.94621103141126e-189,-0.419694994115625,0.185,0.452,5.89507365275078e-185
"ALDH1A1",1.10538298143964e-188,-0.330481260764167,0.505,0.769,2.21176080756257e-184
"GOLM2",4.98579154428145e-188,-0.273376811397069,0.582,0.873,9.97607030095275e-184
"MAP9",7.15051256190955e-188,-0.318737404815651,0.464,0.746,1.43074605851248e-183
"EFHC1",6.3628383610751e-187,-0.397300503368341,0.243,0.513,1.27314032766752e-182
"RIBC2",1.70703162165601e-186,-0.321836997378759,0.106,0.352,3.41559957177151e-182
"RB1CC1",2.0415264350684e-186,-0.272796008749839,0.646,0.911,4.08489024392837e-182
"HYDIN",2.08708318398029e-186,-0.434053174892385,0.174,0.426,4.17604474282616e-182
"C21orf58",2.21099628255225e-186,-0.277047754052186,0.11,0.353,4.4239824617588e-182
"RSPH4A",2.93772820942461e-186,-0.365521532710006,0.137,0.39,5.8781003742377e-182
"CCDC30",4.65836263476569e-186,-0.333632246526409,0.171,0.433,9.32091779590268e-182
"CDHR3",7.29536354774183e-186,-0.350250955999081,0.126,0.378,1.45972929226766e-181
"C9orf135",1.19273891117408e-185,-0.315248062519752,0.127,0.382,2.38655128736821e-181
"DNAAF1",1.67748318773569e-185,-0.449824186677136,0.176,0.429,3.35647611034035e-181
"FAM183A",1.86307579108244e-185,-0.467621694818398,0.186,0.444,3.72782835037686e-181
"KAZN",6.97406991274347e-185,-0.283053663441994,0.398,0.696,1.39544164884084e-180
"GSTA1",7.93665274040909e-185,-0.362993084434146,0.467,0.732,1.58804484682846e-180
"STK33",8.42137972601181e-185,-0.335144369840025,0.174,0.433,1.6850338693777e-180
"WDR38",9.0740947748253e-185,-0.351397336822507,0.123,0.37,1.81563562349479e-180
"DNAH3",3.48227146509181e-184,-0.278643061008085,0.087,0.324,6.9676769745022e-180
"PLAC8",9.09835791282227e-184,-0.399978821610281,0.502,0.755,1.82049043477661e-179
"METRN",1.2875187831322e-183,-0.352900786172041,0.619,0.857,2.57619633316922e-179
"C1orf194",4.89674129434589e-183,-0.490771379744992,0.218,0.479,9.7978896558567e-179
"LCA5",1.49553950853696e-182,-0.276720711475969,0.248,0.53,2.9924250026316e-178
"CCDC180",2.13800619481619e-182,-0.265783375188937,0.089,0.321,4.27793659520772e-178
"SLC44A4",2.24293067544776e-182,-0.302052817054181,0.663,0.864,4.48787998850342e-178
"RIIAD1",4.00689341541985e-182,-0.35041619102822,0.121,0.366,8.01739303491357e-178
"TCTN1",5.06615560473823e-182,-0.300502443094821,0.275,0.556,1.01368707495207e-177
"ODAD2",6.37241772943703e-182,-0.257860134163947,0.075,0.304,1.27505706348306e-177
"ISCU",1.23987923538339e-181,-0.259352500003928,0.579,0.854,2.48087436207862e-177
"CCDC113",1.40416215967064e-181,-0.43877954375463,0.191,0.431,2.80958806528499e-177
"ROPN1L",5.14397301216896e-181,-0.475052941481823,0.198,0.456,1.02925756000489e-176
"STOML3",2.60974437962915e-180,-0.283370313838623,0.092,0.328,5.22183752919996e-176
"TPM1",2.94860719501052e-180,0.383470588536762,0.841,0.772,5.89986813649655e-176
"DNAH7",3.45511369164409e-180,-0.341699268775183,0.141,0.39,6.91333698561065e-176
"P4HA1",3.2389578841412e-179,-0.261194546738211,0.337,0.628,6.48083083037812e-175
"PMEPA1",4.16706017045916e-179,0.356338893846023,0.781,0.575,8.33787069507172e-175
"ANK3",4.94041376669843e-179,-0.273677682030699,0.5,0.799,9.8852739057869e-175
"TUBA4B",5.41631413827077e-179,-0.381396886989655,0.163,0.418,1.0837502959266e-174
"PCBD1",5.7684789815401e-179,-0.255842892029768,0.586,0.858,1.15421495941636e-174
"IFT88",2.28322378597703e-177,-0.27889409900555,0.213,0.483,4.56850247336143e-173
"TNFSF10",7.08361760081882e-177,-0.301095648642831,0.642,0.865,1.41736104574784e-172
"STRBP",2.64438237969888e-176,-0.266157444340943,0.486,0.783,5.2911447035395e-172
"TM7SF3",3.86883465847667e-176,-0.258568938842828,0.497,0.798,7.74115126814597e-172
"IQCE",1.01758491945881e-175,-0.250441607826361,0.25,0.531,2.03608566534513e-171
"CFAP44",1.01976451907219e-175,-0.268983071262689,0.2,0.466,2.04044682621154e-171
"H1-3",2.95173930510923e-175,-0.252623392212884,0.186,0.455,5.90613517559306e-171
"CCDC173",3.58087197897173e-175,-0.319983939982881,0.126,0.372,7.16496674272454e-171
"C6orf118",4.4080290748375e-175,-0.259678438661398,0.086,0.315,8.82002537584235e-171
"ZNF106",5.40375228741801e-175,-0.281102047494367,0.699,0.919,1.08123679518947e-170
"CCDC170",6.77029190515676e-175,-0.509008357412141,0.221,0.46,1.35466770730282e-170
"RIPOR2",7.6453308838314e-175,-0.292680560828542,0.09,0.32,1.52975425654582e-170
"DNAI7",9.69300949202649e-175,-0.29334442520502,0.113,0.354,1.93947426925958e-170
"CFAP54",2.16460242791261e-174,-0.293698593531404,0.104,0.339,4.33115299801034e-170
"AKAP12",2.58258879850046e-174,0.41881366618408,0.579,0.31,5.16750192691958e-170
"GSTA2",5.27050440925256e-174,-0.273849987303166,0.126,0.372,1.05457522724734e-169
"TNFAIP8L1",5.77279150253908e-174,-0.325037001433669,0.143,0.39,1.15507785174304e-169
"C9orf24",7.18618046436412e-174,-0.51106303175011,0.294,0.562,1.43788284911462e-169
"STMND1",3.0440608305342e-173,-0.252751290930837,0.086,0.314,6.09086131581588e-169
"DNAJC10",4.48626595655406e-173,-0.266118181989314,0.585,0.857,8.97656955246902e-169
"TMEM231",5.00949476472976e-173,-0.346781143896726,0.184,0.435,1.00234980747478e-168
"IFT27",6.05190309499531e-173,-0.298368965642579,0.262,0.528,1.21092529027761e-168
"DNAI3",1.49076862461476e-172,-0.255317807031699,0.098,0.331,2.98287894099167e-168
"MAP1A",1.63224486953997e-172,-0.310913409193856,0.118,0.356,3.26595875946252e-168
"NEK5",2.88121059247434e-171,-0.301879174457552,0.135,0.378,5.7650142744819e-167
"MUC15",2.15679246023549e-170,-0.266519374607612,0.145,0.392,4.31552603368519e-166
"EFCAB1",1.57147358808418e-169,-0.397951581400664,0.174,0.419,3.14436150239763e-165
"CAPS",2.37296955653926e-168,-0.512603960632883,0.559,0.811,4.7480747856794e-164
"ADD3",4.54342840172773e-168,-0.256467242132843,0.573,0.855,9.09094588901702e-164
"VPS13C",6.14056955971831e-167,-0.254808327574827,0.649,0.902,1.22866656320404e-162
"CARS1",2.59001258082065e-166,-0.305061425749742,0.312,0.573,5.18235617296403e-162
"PPIL6",3.28274336776486e-166,-0.399966010059549,0.197,0.441,6.5684412045607e-162
"SPAG1",8.18589626295427e-166,-0.355779717009157,0.43,0.677,1.63791598325452e-161
"MORN2",1.01594029795281e-165,-0.425773168580458,0.535,0.781,2.03279494217377e-161
"CDS1",2.48970806621814e-165,-0.293480132821824,0.444,0.716,4.98165686969588e-161
"MAP3K19",4.99160216843624e-165,-0.291024719418915,0.116,0.351,9.98769677882408e-161
"NPHP1",5.54220379993304e-165,-0.321931617413873,0.246,0.503,1.1089395583286e-160
"NHP2",8.29771540324386e-165,0.255830944479729,0.724,0.668,1.66028987503506e-160
"GOLM1",6.20615431380038e-164,-0.252308058485355,0.715,0.906,1.24178941664832e-159
"TMC5",2.06394129145689e-163,-0.253572409988856,0.782,0.917,4.12974013007608e-159
"CLUAP1",5.06163664930075e-163,-0.284127362795174,0.343,0.617,1.01278287715859e-158
"ZYX",1.3416244750181e-162,0.309873356863796,0.658,0.494,2.68445641206372e-158
"HAGHL",1.60253351215602e-162,-0.285689733987747,0.17,0.411,3.20650930447299e-158
"DNAH6",1.03823044780229e-161,-0.282011012847144,0.112,0.343,2.07739530300759e-157
"THBS1",2.99853534317871e-161,0.445535140904473,0.62,0.41,5.99976936816628e-157
"FAM227A",8.79215535148603e-161,-0.286894148112658,0.162,0.404,1.75922236427884e-156
"IQCG",8.67120678265018e-159,-0.342935950396832,0.236,0.48,1.73502176514047e-154
"DNALI1",1.2249988755928e-158,-0.358776566100019,0.288,0.541,2.45110025017364e-154
"TEKT1",3.59768286266461e-158,-0.27640035573359,0.117,0.347,7.19860363990562e-154
"TMEM107",3.63559746830856e-158,-0.251940335743254,0.243,0.499,7.2744669743386e-154
"EXPH5",4.50775752431929e-158,-0.258963324773988,0.443,0.725,9.01957203041048e-154
"TAGLN",4.61113667761826e-158,0.489020707855453,0.65,0.433,9.22642337824639e-154
"FILIP1",6.20206858616805e-158,-0.317632382173052,0.152,0.392,1.24097190340637e-153
"LRRIQ1",9.01415359315145e-158,-0.484302583253189,0.254,0.48,1.80364199245367e-153
"DNAH10",1.8602548831929e-157,-0.255140648815815,0.089,0.305,3.72218399578067e-153
"TTLL10",7.1569932308432e-157,-0.252202429358792,0.095,0.314,1.43204277555942e-152
"RFX2",5.19632165394762e-156,-0.272420528030548,0.159,0.399,1.03973199973838e-151
"FANK1",9.55585731125488e-155,-0.263076345019276,0.179,0.422,1.91203148940899e-150
"CFAP251",2.50253182397982e-154,-0.295281816586291,0.172,0.413,5.00731592660123e-150
"CC2D2A",5.26207389203713e-154,-0.328650158024255,0.257,0.497,1.05288836505771e-149
"KRT5",1.10704267328582e-153,0.456043594776879,0.446,0.204,2.21508168497761e-149
"CLMN",1.3038017653868e-153,-0.3408858156935,0.291,0.541,2.60877695236244e-149
"FSTL3",2.00754887827167e-153,0.312239239584924,0.436,0.204,4.01690455053378e-149
"OXTR",2.55729103975095e-153,-0.325306052617349,0.121,0.344,5.11688364143769e-149
"SLC34A2",1.32876916590866e-152,-0.25576123990606,0.8,0.908,2.65873422406664e-148
"TMEM190",1.4562494141976e-152,-0.427294276681173,0.18,0.415,2.91380945286799e-148
"MAP6",3.62453791079943e-152,-0.26423361001801,0.137,0.364,7.25233790571859e-148
"PDLIM7",6.11834685406739e-152,0.342183196627595,0.558,0.352,1.22422002203034e-147
"BTG2",6.79021181681893e-152,-0.282972852827267,0.596,0.832,1.3586534824273e-147
"GPX2",1.27414832066171e-151,-0.307831522695228,0.33,0.593,2.54944337481202e-147
"METTL7A",4.12294603843152e-151,-0.285240080581347,0.517,0.782,8.24960272829763e-147
"IFT43",9.78629495710844e-151,-0.258439604118797,0.421,0.689,1.95813975796783e-146
"CCDC74A",1.25288102387999e-150,-0.259524093695702,0.131,0.356,2.50688964068147e-146
"CAPN13",1.74020992287371e-149,-0.360080147344928,0.338,0.565,3.481986034678e-145
"MAP3K8",6.70921543209718e-149,-0.258673052899724,0.517,0.776,1.34244691580832e-144
"CFAP300",7.20765470915873e-149,-0.269245433392318,0.142,0.37,1.44217963075557e-144
"ALOX15",1.62802378787962e-148,-0.33107541230788,0.329,0.58,3.25751279716832e-144
"PEG10",5.72855801700443e-148,0.407972451890696,0.501,0.302,1.14622717362242e-143
"LAMB3",1.50041765361604e-147,0.300700024940996,0.756,0.613,3.00218568312033e-143
"DNAH11",1.56628907175692e-147,-0.289651293487949,0.13,0.354,3.13398780367842e-143
"ECRG4",3.01604098212162e-147,-0.305670503681783,0.093,0.301,6.03479640112714e-143
"CABCOCO1",1.57450750788225e-146,-0.256950635650803,0.114,0.334,3.15043207252159e-142
"ARHGAP18",3.4320389385387e-146,-0.285684390672369,0.619,0.85,6.86716671212208e-142
"CFAP73",9.28257810968536e-146,-0.295961441753923,0.164,0.401,1.85735105396694e-141
"SPAG6",1.64086808272578e-145,-0.28870063870266,0.149,0.376,3.28321294672602e-141
"CFAP126",2.83853041861986e-144,-0.319072295257133,0.148,0.374,5.67961551461648e-140
"NME5",5.94903192742033e-144,-0.269856681479889,0.193,0.426,1.19034179835753e-139
"TINAGL1",1.03270736467343e-143,0.282133838325848,0.753,0.587,2.06634416597506e-139
"ODF2L",1.71454598753663e-143,-0.28124662179127,0.626,0.856,3.43063506646203e-139
"CALD1",2.6651221993482e-143,0.451602516247025,0.565,0.35,5.33264300867582e-139
"MLF1",1.03374989184194e-142,-0.325997005111545,0.272,0.503,2.06843015858654e-138
"SNTN",5.84981831275699e-142,-0.444203618206272,0.23,0.461,1.17049014619955e-137
"JOSD2",3.06717101760533e-141,-0.254630199074564,0.516,0.773,6.13710248912651e-137
"ARL3",3.38396957120012e-141,-0.273316391141438,0.586,0.828,6.77098471501432e-137
"DYNC2I1",7.44486471363501e-141,-0.295750090687968,0.492,0.734,1.48964298055123e-136
"MYL9",1.39923513526112e-140,0.370543194946754,0.638,0.445,2.79972958214398e-136
"CNTRL",1.83839553477799e-140,-0.260178835484411,0.209,0.446,3.67844562553727e-136
"ODF3B",4.54299520324372e-139,-0.406994249111532,0.362,0.595,9.09007910217037e-135
"ENDOG",1.49565878751279e-138,-0.28457786303898,0.521,0.755,2.99266366793434e-134
"DRC3",2.76387622277708e-138,-0.267606450525361,0.132,0.35,5.53023993415466e-134
"PLA2G10",4.40616711512236e-138,-0.278368950579601,0.37,0.624,8.81629978064834e-134
"DSG2",6.97533558264687e-138,0.253330319238012,0.766,0.667,1.39569489673181e-133
"ACAT2",1.80149923131808e-137,0.281672034996504,0.625,0.487,3.60461981194434e-133
"CFAP46",2.66130844983167e-137,-0.317658396032261,0.179,0.395,5.32501207726818e-133
"CRACDL",8.38941614386195e-137,-0.270040675538927,0.372,0.612,1.67863827622534e-132
"ANXA3",6.38841176084688e-136,0.253235458213526,0.758,0.656,1.27825730922785e-131
"PCM1",6.92572840636646e-136,-0.266757724160268,0.682,0.902,1.38576899682986e-131
"TM4SF1",3.76969055914101e-135,0.282410244725757,0.715,0.543,7.54277383978524e-131
"FAM81B",1.47296183790436e-134,-0.337341916943827,0.177,0.396,2.94724934146284e-130
"CLDN3",2.47866742501775e-134,-0.251859718922296,0.282,0.537,4.95956565071802e-130
"IGFBP3",6.36066602095833e-133,0.263611419416318,0.975,0.861,1.27270566413355e-128
"PORCN",8.9652246661926e-129,0.283509242930584,0.551,0.383,1.79385180345848e-124
"ANKRD1",9.04883464501253e-129,0.332301483677662,0.352,0.147,1.81058132412056e-124
"H1-2",1.63876110873987e-128,-0.259926543466174,0.572,0.798,3.27899710247761e-124
"WDR54",3.36809648045569e-128,-0.279688549389877,0.25,0.475,6.73922424774379e-124
"FHL2",7.18145188473027e-128,0.276273754971543,0.724,0.585,1.43693670761568e-123
"IFT57",2.57179437921345e-127,-0.32982115716582,0.636,0.841,5.14590337336819e-123
"FN1",5.57169221714697e-127,0.505308186376935,0.515,0.311,1.11483989572894e-122
